Cement (kg/m3),Blast-furnace Slag (kg/m3),Fly Ash (kg/m3),Water (kg/m3),Super-plasticizer (kg/m3),Coarse Aggregate  (kg/m3),Fine Aggregate (kg/m3),Age of testing (day),Concrete compressive strength (MPa) 
393.2,0,0,185.41,26.78,847.04,659.01,166,197.66
322.62,0,0,208.85,12.58,1048.19,671.24,90,289.04
207.62,0,0,201.3,23.41,812.57,689.97,186,142.46
246.85,0,0,187.96,14.29,925.75,792.84,318,110.7
414.79,0,0,191.32,14.93,850.46,780.28,358,118.24
397.68,0,0,185.59,6.14,1063.8,808.82,174,216.99
208.13,0,0,170.83,17.73,967.11,708.75,217,141.42
266.59,0,0,189.55,5.58,869.41,847.2,264,125.94
269.32,0,0,198.22,9.95,950.73,661.23,97,246.68
401.57,0,0,211.13,25.65,1019.45,740.71,117,270.84
205.91,0,0,194.54,6.21,1087.44,840.28,199,163.34
231.23,0,0,203.28,2.13,866.13,654.05,320,104.55
439.97,0,0,161.21,2.07,1065.85,632.96,21,508.99
253.56,0,0,182.31,28.22,1080.29,865.11,200,170.43
395.82,0,0,150.65,15.21,1074.93,702.88,341,133.64
271.45,0,0,167.27,12.28,990.62,805.16,248,141.64
229.83,0,0,200.85,24.33,988.95,607.6,276,125.94
272.95,0,0,219.43,25.07,920.96,807.01,264,132.61
416.68,0,0,156.94,9.97,1025.72,694.83,58,372.54
456.71,0,0,178.1,20.81,959.39,616.72,302,148.36
449.07,0,0,206,23.13,1003.23,782.94,31,465.99
319.16,0,0,164.28,19.64,928.54,672.24,249,143.82
400.43,0,0,188.86,4.55,1019.45,716.04,93,302.4
261.5,0,0,201.31,26.28,1047.34,624.17,265,139.74
287.94,0,0,193.12,16.17,843.93,644.15,271,125
468.9,0,0,163.16,8.47,1049.88,689.39,94,323.98
203.9,0,0,174.88,12.76,962.09,626.93,154,175.32
225.65,0,0,204.87,1.13,1053.4,873.25,285,127.88
262.37,0,0,188.8,3.84,929.39,601.81,80,263.22
207.96,0,0,150.37,22.97,913.71,745.16,292,109.14
254.43,0,0,203.27,0,1074.52,636.97,84,280.25
374.91,0,0,152.47,12.5,875.35,692.3,37,377.68
326.43,0,0,202.2,15.68,1053.26,877.82,342,124.77
467.8,0,0,164.17,1.64,945.21,648.51,327,139.81
445.23,0,0,217.07,29.19,954.23,889.75,232,179.33
302.55,0,0,175.76,6.78,892.54,661.74,93,250.83
277.83,0,0,172.89,9.13,971.91,822.47,336,112.93
313.91,0,0,160.42,9.12,897.56,764,102,242.2
377.09,0,0,171.39,6.91,811.78,865.34,166,189.37
280.42,0,0,211.37,0.04,881.6,766.2,159,183.4
387.24,0,0,219.74,21.88,801.91,760.37,14,452.43
322.82,0,0,175.78,29.01,1093.51,658.64,225,170.91
365.61,0,0,181.4,6.73,1089.72,649.87,73,336.55
330.84,0,0,200.54,19.89,918.55,874.95,249,147.04
288.34,0,0,212.03,22.26,1018.51,698.35,91,272.17
484.54,0,0,191.51,25.45,903.74,711.62,216,189.52
429.08,0,0,177.41,12.68,1001.33,827.95,90,311.94
242.03,0,0,178.88,9.09,1041.63,701.65,29,382.19
460.54,0,0,198.69,9.76,1084.03,885.62,305,158.22
346.23,0,0,150.23,21.38,920.06,821.38,220,160.23
468.37,0,0,193.37,24.5,1034.99,779.23,328,146.95
439.96,0,0,174.88,5.45,879.78,864.27,215,178.61
327.56,0,0,205.59,11.13,1097.1,614.88,221,176.4
206.74,0,0,156.51,27.06,807.73,677.12,42,279.09
280.6,0,0,191.17,24.2,981.06,739.51,135,212.64
362.49,0,0,183.67,29.55,997.85,668.09,42,388.81
390.04,0,0,194.96,22.63,1006.41,823.17,164,217.35
277.37,0,0,154.54,11.8,836.12,875.76,361,97.09
241.81,0,0,190.6,17.72,1081.56,727.13,283,132.32
450.48,0,0,189.3,19.83,854.35,702.64,58,356.62
495.32,0,0,189.25,2.35,986.83,888.47,302,156.96
357.71,0,0,192.24,16.33,866.8,733.46,322,121.4
251.5,0,0,197.35,21.28,892.16,746.71,25,365.57
281.69,0,0,206.35,5.02,963.94,705.49,73,288.56
205.52,0,0,168.89,23.42,925.16,872.86,129,189.29
474.29,0,0,207.75,17.51,848.07,770.69,87,309.98
235.33,0,0,184.88,28.57,851.28,828.65,330,100.49
372.95,0,0,155.39,1.27,925.44,843.54,153,210.44
282.22,0,0,154.1,7.96,1027.18,702.55,182,180.11
366.25,0,0,173.4,18.05,1069.39,730.11,125,255.26
395.43,0,0,204.94,8.9,825.24,854.54,67,314.59
448.92,0,0,199.54,21.43,917.93,708.98,6,550.54
261.93,0,0,205.2,22.77,830.07,838.18,125,198.26
203.3,0,0,186.21,3.08,804.98,882.3,314,96.75
241.07,0,0,180.81,15.42,998.52,786.96,326,112.58
470.01,0,0,160.32,15.27,980.73,822.49,53,397.08
462.17,0,0,172.97,11.08,848.91,841.53,66,340.97
379.22,0,0,180.38,27.99,870.14,853.51,314,126.39
380.16,0,0,156.2,24.83,807.11,718.52,82,274.85
399.51,0,0,165.44,20.92,1050.48,615.38,87,313.85
252.61,0,0,191.88,21.43,1092.41,720.56,2,506.46
474.32,0,0,201.5,13.85,840.64,802.13,204,189.6
325.63,0,0,219.88,27.63,869.44,735.11,150,199.52
314.94,0,0,215.32,20.84,1060.52,824.69,293,139.73
355.68,0,0,194.98,21.87,1077.94,707.09,103,283.1
214.09,0,0,179.49,25.85,925.89,790.42,24,355.5
249.89,0,0,194.53,8.22,815.19,655.93,212,138.78
421.41,0,0,205,24.21,811.82,824.81,65,324.96
224.84,0,0,158.28,5.86,972.18,763.71,209,148.2
380.95,0,0,178.69,10.36,917.87,661.22,251,153.6
273.6,0,0,208.79,10.07,808.6,687.57,117,206.45
316.79,0,0,176.87,29.36,974.98,824.58,116,239.11
286.61,0,0,190.03,25.7,803.39,744.78,237,133.44
306.7,0,0,191.14,21.04,1036.21,664.81,105,259.54
415.71,0,0,162.91,21.81,891.93,890.18,259,152.79
289.14,0,0,175.36,16.86,812.08,814.54,46,309.13
369.92,0,0,173.42,28.41,976.51,887.14,311,133.37
342.82,0,0,151.83,14.89,919.31,728.13,331,118.59
399.1,0,0,151.69,11.42,1092.14,742.53,216,188.88
481.05,0,0,208.22,4.89,963.26,869.39,301,154.37
419.77,0,0,169.11,23.59,882.57,757.51,333,126.85
264.48,0,0,186.27,22.03,1012.83,812.18,24,402.17
209.35,0,0,170.91,11.53,881.45,675.65,35,313.82
278.68,0,0,215.85,0.76,1071.27,734.02,24,428.81
378.52,0,0,168.15,25.17,912.42,637.03,28,416.57
215.43,0,0,180.08,0.34,964.96,661.79,16,392.02
348.91,0,0,211.09,21.11,815.17,600.28,59,311.36
379.05,0,0,208.94,29.11,927.84,611.78,243,159.22
300.27,0,0,163.03,13.13,1049.71,893.19,207,171.67
431.27,0,0,206.19,7.05,1041.69,672.71,271,165
231.98,0,0,182.07,21.15,867.3,798.99,249,124.57
222.54,0,0,183.81,24.51,867.82,851.73,267,117
418.46,0,0,159.34,16.39,1045.19,765.2,193,203.3
348.65,0,0,155.64,29.01,1079.12,645.94,335,129.33
406.52,0,0,200.96,1.55,828.61,818.43,218,167.49
330.45,0,0,184.75,15.14,935.02,780.08,115,239.52
273.92,0,0,180.58,21.55,901.24,819.38,68,279.62
445.73,0,0,201.07,25.88,1061.21,830.92,299,156.57
439.82,0,0,203.59,5.38,825.06,892.62,325,129.85
408.41,0,0,161.12,24,863.34,772.07,75,305.76
281.64,0,0,192.72,16.58,1025.74,702.49,103,253.41
377.07,0,0,159.47,11.9,815.39,794.54,297,126.49
308.29,0,0,202.6,3.95,947.76,620.53,178,183.32
227.47,0,0,195.99,25.96,932.63,869.22,215,144.18
475.19,0,0,216.96,4.72,900.32,635.81,315,144.19
241.05,0,0,154.83,9.29,918.37,698.35,39,324.2
485.07,0,0,153.99,8.7,958.98,844.72,259,169.67
333.8,0,0,169.75,26.14,848.41,779.19,204,160.34
